step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
141,TRANSFER,56408.1,C1571247999,6105.37,0.0,C1417547524,1684998.56,1830329.24,0,0
215,CASH_OUT,12806.0,C1485087827,0.0,0.0,C1008604312,3528333.94,3541139.94,0,0
284,TRANSFER,75497.61,C23133427,22312.0,0.0,C274298960,10663.59,86161.2,0,0
40,CASH_OUT,253815.09,C1047106408,21172.0,0.0,C428691311,0.0,253815.09,0,0
399,TRANSFER,156675.31,C889486552,42634.0,0.0,C125680870,2878.61,159553.92,0,0
42,CASH_OUT,243340.94,C734978965,61370.0,0.0,C279148444,0.0,243340.94,0,0
236,CASH_OUT,119044.93,C698904321,0.0,0.0,C861859326,4668688.74,4787733.67,0,0
352,CASH_OUT,137115.65,C358928101,0.0,0.0,C773839576,903627.34,1040742.99,0,0
180,CASH_OUT,93182.65,C1626109827,0.0,0.0,C573740540,572326.29,665508.94,0,0
185,TRANSFER,372723.89,C769110471,501946.0,129222.11,C580353147,0.0,372723.89,0,0
135,CASH_OUT,392991.69,C1343214978,0.0,0.0,C1987079899,2664571.9,3057563.59,0,0
178,CASH_OUT,256092.66,C1766951565,60003.0,0.0,C2013551777,45729.03,301821.69,0,0
255,CASH_OUT,346546.15,C1920890586,0.0,0.0,C1239712202,982205.45,1328751.6,0,0
399,CASH_OUT,33533.57,C1856024784,0.0,0.0,C1747868791,38541439.33,38574972.9,0,0
226,CASH_OUT,35312.3,C510008163,1967.0,0.0,C1838952433,864805.86,900118.16,0,0
10,CASH_OUT,178474.47,C1983583105,0.0,0.0,C1519716618,370662.16,971042.69,0,0
11,CASH_OUT,139347.3,C146766718,52166.0,0.0,C18996450,0.0,139347.3,0,0
228,CASH_OUT,286855.94,C43504894,0.0,0.0,C2047153520,2007281.88,2294137.82,0,0
228,CASH_OUT,355099.57,C726478598,102518.0,0.0,C759700960,5119994.63,5475094.2,0,0
37,CASH_OUT,390263.94,C42477494,41765.0,0.0,C1349731334,0.0,390263.94,0,0
132,CASH_OUT,274486.84,C979541392,256798.0,0.0,C1502436581,1064363.73,1338850.57,0,0
163,CASH_OUT,96460.8,C268914331,10617.0,0.0,C742260934,315340.68,411801.48,0,0
403,CASH_OUT,295645.12,C1476459313,0.0,0.0,C1005272051,4618051.68,4913696.8,0,0
374,CASH_OUT,31059.62,C623595407,0.0,0.0,C2023271919,1529737.1,1560796.72,0,0
227,CASH_OUT,13472.3,C194021363,694.0,0.0,C2012982499,0.0,13472.3,0,0
187,CASH_OUT,396583.24,C798639359,14520.0,0.0,C98844629,0.0,396583.24,0,0
226,CASH_OUT,222627.9,C308938061,23114.0,0.0,C879299457,1438580.24,1661208.13,0,0
298,CASH_OUT,28261.4,C503973453,0.0,0.0,C231037736,4658527.6,4686789.0,0,0
322,CASH_OUT,253824.35,C580434939,36483.0,0.0,C1626160723,5088407.86,5342232.21,0,0
378,TRANSFER,24635.63,C1044646723,0.0,0.0,C1376656785,3433226.6,3457862.22,0,0
451,CASH_OUT,166838.21,C548682585,0.0,0.0,C37320350,739243.83,906082.04,0,0
380,CASH_OUT,165017.93,C972359295,0.0,0.0,C1792018177,402805.37,567823.3,0,0
161,TRANSFER,699988.38,C68997101,0.0,0.0,C1201202937,1085948.23,1785936.62,0,0
8,CASH_OUT,223589.32,C1471592488,18651.41,0.0,C1065774928,343587.33,1024187.45,0,0
38,CASH_OUT,73045.46,C1121086073,0.0,0.0,C1844222576,642154.34,715199.8,0,0
347,CASH_OUT,195312.7,C1522315510,23224.0,0.0,C660641179,0.0,195312.7,0,0
164,CASH_OUT,92880.03,C1763228087,0.0,0.0,C1414273684,203880.77,296760.8,0,0
40,CASH_OUT,51013.32,C544172974,74005.31,22992.0,C877699122,526722.13,577735.45,0,0
451,CASH_OUT,31418.24,C291723129,60917.0,29498.76,C1490929775,26487.58,57905.81,0,0
36,CASH_OUT,93770.32,C781600882,0.0,0.0,C417147654,1252609.12,1346379.44,0,0
133,TRANSFER,976804.17,C718482747,10930.0,0.0,C1617731111,24022.81,1000826.98,0,0
379,CASH_OUT,157506.65,C1350848337,16396.0,0.0,C427889124,14355858.25,14513364.9,0,0
159,CASH_OUT,431343.26,C1269258534,42206.0,0.0,C1890971064,989418.52,1420761.78,0,0
303,TRANSFER,7956253.34,C394705644,0.0,0.0,C83827469,15557598.83,23513852.18,0,0
308,CASH_OUT,480259.84,C1444508344,0.0,0.0,C53454269,3192381.51,3672641.35,0,0
13,CASH_OUT,327307.27,C1784608823,0.0,0.0,C976892853,551792.69,879099.97,0,0
398,CASH_OUT,22656.49,C1011006207,0.0,0.0,C1719274905,331485.48,354141.97,0,0
569,CASH_OUT,107407.18,C2064130104,0.0,0.0,C58230919,1070996.03,1178403.21,0,0
205,CASH_OUT,468010.66,C820986965,20137.0,0.0,C1259228732,1002052.27,1470062.93,0,0
139,CASH_OUT,23897.58,C163424707,206246.0,182348.42,C199049830,171339.66,195237.24,0,0
334,CASH_OUT,144134.13,C1777744136,0.0,0.0,C1441676770,322862.38,466996.51,0,0
135,CASH_OUT,445677.05,C192304951,264407.0,0.0,C1712872595,593711.24,1039388.29,0,0
329,CASH_OUT,19834.77,C1597380101,449904.56,430069.79,C1935437430,526769.02,546603.79,0,0
163,CASH_OUT,159799.98,C549275704,0.0,0.0,C634932686,167775.71,327575.69,0,0
159,CASH_OUT,176572.85,C2128727051,0.0,0.0,C672161727,995643.21,1172216.05,0,0
237,CASH_OUT,53527.6,C147150409,0.0,0.0,C815677236,13105111.0,13158638.59,0,0
304,CASH_OUT,47371.55,C340504312,0.0,0.0,C524092585,232607.33,279978.89,0,0
323,CASH_OUT,228180.28,C1823609336,11624.0,0.0,C1452996170,0.0,228180.28,0,0
184,CASH_OUT,55911.13,C502979975,55227.0,0.0,C1302724366,0.0,55911.13,0,0
251,CASH_OUT,19530.49,C324293104,0.0,0.0,C1845881611,219829.9,239360.39,0,0
705,TRANSFER,554793.42,C1933565138,0.0,0.0,C223464938,5454551.0,6009344.42,0,0
35,CASH_OUT,113313.38,C1280682773,0.0,0.0,C1324758603,1146887.99,1260201.38,0,0
11,CASH_OUT,142843.87,C220601004,0.0,0.0,C1033404095,1304836.25,1447680.12,0,0
42,CASH_OUT,151959.05,C1765526235,20157.0,0.0,C2036568180,0.0,151959.05,0,0
398,TRANSFER,915613.73,C1073994330,60828.0,0.0,C345803072,35022.1,950635.83,0,0
188,CASH_OUT,15214.68,C1770451076,298527.29,283312.61,C526735715,495133.45,510348.12,0,0
324,CASH_OUT,193839.08,C1670625425,0.0,0.0,C589506819,311184.97,505024.05,0,0
306,CASH_OUT,327758.01,C261051495,1423.0,0.0,C697615444,111911.48,439669.48,0,0
308,CASH_OUT,90567.22,C46701841,707.0,0.0,C392137406,0.0,90567.22,0,0
181,CASH_OUT,219497.87,C84083213,0.0,0.0,C896346351,2616166.52,2835664.38,0,0
162,TRANSFER,1033098.55,C1119431727,106647.0,0.0,C1275635077,788667.0,1587663.45,0,0
226,CASH_OUT,616854.06,C1541813638,0.0,0.0,C402462925,811428.33,1428282.39,0,0
396,CASH_OUT,67422.46,C1734693344,0.0,0.0,C1244835675,409629.1,477051.56,0,0
301,CASH_OUT,95012.66,C112102364,19851.0,0.0,C77123758,0.0,95012.66,0,0
141,CASH_OUT,133931.38,C2071359222,0.0,0.0,C1407697981,1681954.14,1815885.52,0,0
402,CASH_OUT,248869.45,C1811370959,15572.0,0.0,C539965270,18172.27,267041.73,0,0
398,CASH_OUT,491424.57,C172471123,18821.0,0.0,C458550805,220575.73,712000.3,0,0
136,CASH_OUT,431604.73,C576270869,167260.55,0.0,C1213048572,3680621.51,4112226.24,0,0
298,CASH_OUT,226506.23,C340809380,17.0,0.0,C2058278182,120526.99,347033.21,0,0
252,CASH_OUT,280594.29,C1068741004,0.0,0.0,C671501829,2750093.71,3030688.0,0,0
588,TRANSFER,272122.88,C987945486,0.0,0.0,C170439867,4032043.89,4304166.77,0,0
183,CASH_OUT,17324.99,C1880225910,154.0,0.0,C659888912,0.0,17324.99,0,0
397,CASH_OUT,113997.32,C986284362,16646.0,0.0,C605888299,28264.91,142262.23,0,0
137,TRANSFER,54597.31,C316113478,0.0,0.0,C1663216439,323299.04,377896.35,0,0
38,CASH_OUT,368005.13,C1015001155,0.0,0.0,C393879151,1366096.9,2621055.12,0,0
683,CASH_OUT,67950.15,C766793929,0.0,0.0,C753585034,1432852.05,1500802.2,0,0
331,CASH_OUT,473315.34,C1817611267,0.0,0.0,C358510005,3703799.66,4177115.0,0,0
34,TRANSFER,1699129.59,C368124295,0.0,0.0,C1200417755,7640242.48,10581514.52,0,0
259,CASH_OUT,332202.6,C1882871759,0.0,0.0,C1483261155,629639.63,961842.23,0,0
18,TRANSFER,178502.26,C544922633,121882.66,0.0,C217803711,229095.48,407597.75,0,0
277,CASH_OUT,87581.63,C949023185,430.0,0.0,C2141746456,35290.34,122871.98,0,0
251,CASH_OUT,245043.95,C65960903,52599.0,0.0,C979515619,936485.94,1181529.89,0,0
159,TRANSFER,442678.24,C441444550,0.0,0.0,C303225886,2970097.06,3412775.3,0,0
321,CASH_OUT,4239.85,C2110230719,127.0,0.0,C934356352,1187140.84,1191380.68,0,0
303,CASH_OUT,43452.52,C856744297,0.0,0.0,C146815207,1897655.41,1941107.94,0,0
133,TRANSFER,957257.19,C91137233,0.0,0.0,C884166426,11369365.96,12326623.16,0,0
261,TRANSFER,313012.2,C265615847,30888.0,0.0,C1427024964,0.0,313012.2,0,0
403,CASH_OUT,388209.94,C1477540269,21152.0,0.0,C712737201,237948.95,626158.89,0,0
282,CASH_OUT,103190.75,C1142364285,0.0,0.0,C984805074,6950482.49,7053673.24,0,0
354,CASH_OUT,138151.68,C457089575,168619.55,30467.86,C1280550488,1052640.28,1190791.96,0,0
140,CASH_OUT,129304.4,C1774652228,48936.0,0.0,C599893207,8215107.36,8344411.76,0,0
139,CASH_OUT,50231.5,C305078300,0.0,0.0,C1393917864,241669.18,291900.68,0,0
166,CASH_OUT,124822.25,C2638345,0.0,0.0,C680512113,286737.71,411559.96,0,0
302,CASH_OUT,12349.51,C42493564,122066.99,109717.49,C1117357462,877215.8,889565.3,0,0
352,CASH_OUT,36845.12,C303156185,20788.0,0.0,C999150950,0.0,36845.12,0,0
328,CASH_OUT,93338.97,C138431570,0.0,0.0,C226797608,486498.3,579837.27,0,0
188,CASH_OUT,12760.67,C1682154312,0.0,0.0,C1982145250,82797.39,95558.06,0,0
225,CASH_OUT,89590.56,C1805591266,253792.0,164201.44,C163944975,0.0,89590.56,0,0
402,CASH_OUT,305863.78,C1607281681,0.0,0.0,C1886603052,2387610.67,2693474.45,0,0
261,CASH_OUT,117624.92,C578945461,30135.0,0.0,C1280661420,2800242.01,2917866.93,0,0
139,CASH_OUT,106794.91,C1279937274,0.0,0.0,C804816022,154868.58,261663.49,0,0
332,CASH_OUT,110856.64,C1918807419,0.0,0.0,C279304362,236455.2,347311.85,0,0
548,CASH_OUT,24746.92,C1255914272,7049.0,0.0,C13632066,0.0,24746.92,0,0
347,CASH_OUT,49558.58,C1330487465,0.0,0.0,C695116202,863030.17,912588.75,0,0
141,CASH_OUT,135465.82,C914531854,31437.0,0.0,C831199402,287795.86,423261.67,0,0
398,CASH_OUT,65393.15,C1580803195,31868.0,0.0,C1595976286,1095560.01,1160953.16,0,0
325,CASH_OUT,223802.94,C1828748549,0.0,0.0,C1232868443,659332.86,883135.8,0,0
260,CASH_OUT,29142.29,C736302669,154875.0,125732.71,C514827165,825288.45,854430.73,0,0
139,CASH_OUT,161563.45,C1125172890,11774.0,0.0,C1707953317,0.0,161563.45,0,0
256,CASH_OUT,79423.12,C1440062912,1058.0,0.0,C1589312516,361486.98,440910.11,0,0
253,CASH_OUT,230269.51,C1302978528,0.0,0.0,C1581336517,5118930.7,5349200.21,0,0
155,CASH_OUT,103824.1,C772927087,0.0,0.0,C1960960385,523060.63,626884.73,0,0
16,CASH_OUT,470795.97,C1298445261,7714.0,0.0,C1059510625,48010.41,518806.38,0,0
588,TRANSFER,1737726.72,C1820876378,69487.0,0.0,C1031787139,0.0,1737726.72,0,0
188,TRANSFER,86147.4,C1189577394,8886.0,0.0,C1311466613,133203.46,219350.86,0,0
164,CASH_OUT,77126.43,C1593320840,19163.0,0.0,C976607559,538775.27,615901.7,0,0
395,CASH_OUT,558497.26,C1566677783,22732.0,0.0,C224763475,528663.02,1087160.28,0,0
260,CASH_OUT,151282.93,C503509632,171.0,0.0,C1993901961,0.0,151282.93,0,0
16,CASH_OUT,529098.71,C371358563,0.0,0.0,C1305039036,936131.14,2270222.34,0,0
303,CASH_OUT,336775.37,C997851313,575270.0,238494.63,C926010684,495075.92,831851.29,0,0
156,TRANSFER,1546722.24,C1617340254,0.0,0.0,C1679254873,2526539.95,4073262.19,0,0
233,TRANSFER,257768.74,C1991608210,0.0,0.0,C1019820034,6205474.4,6463243.14,0,0
354,CASH_OUT,77108.05,C1753377350,0.0,0.0,C1957081050,918526.64,995634.69,0,0
36,CASH_OUT,375092.38,C746263995,0.0,0.0,C1403808692,920063.96,1488875.36,0,0
206,CASH_OUT,57446.34,C522470624,0.0,0.0,C890559705,1209631.96,1267078.3,0,0
185,CASH_OUT,209346.62,C1458917743,142724.56,0.0,C1244170298,4175647.75,4384994.37,0,0
35,CASH_OUT,405252.73,C1178925746,0.0,0.0,C517522749,422521.18,827773.91,0,0
301,CASH_OUT,191107.82,C601444841,0.0,0.0,C374367856,210444.49,401552.31,0,0
328,CASH_OUT,150371.9,C975104889,10782.0,0.0,C1597553093,0.0,150371.9,0,0
213,TRANSFER,1397255.95,C950024903,37768.3,0.0,C302794741,1584304.11,2981560.06,0,0
133,CASH_OUT,96455.02,C964902795,0.0,0.0,C1688746055,1133179.83,1229634.85,0,0
36,TRANSFER,6625.88,C1008187302,0.0,0.0,C591925617,117394.36,124020.25,0,0
47,CASH_OUT,66937.75,C1869084696,0.0,0.0,C1994288298,225798.57,292736.32,0,0
356,CASH_OUT,68939.95,C1917869649,10246.0,0.0,C374395431,1649659.58,1718599.54,0,0
355,CASH_OUT,81480.35,C672971935,0.0,0.0,C1202612200,1897640.16,1979120.51,0,0
321,TRANSFER,2011712.39,C1366211131,16773.48,0.0,C1777748737,8890668.23,10902380.62,0,0
394,CASH_OUT,257023.03,C1716879670,0.0,0.0,C1309250552,832697.97,1089721.0,0,0
187,CASH_OUT,110666.93,C2087237051,15058.0,0.0,C2039528528,909990.88,1020657.81,0,0
40,CASH_OUT,563647.54,C1157028904,0.0,0.0,C1900802740,3552758.9,4116406.44,0,0
35,CASH_OUT,66632.87,C520647620,0.0,0.0,C243962745,2429535.44,2999934.51,0,0
180,CASH_OUT,189024.33,C881140460,2041.0,0.0,C672948952,3372657.43,3561681.76,0,0
186,CASH_OUT,26251.45,C251169584,255880.06,229628.61,C883826753,2667958.77,2694210.23,0,0
182,CASH_OUT,58322.18,C1930126196,0.0,0.0,C687880076,860281.38,918603.56,0,0
249,TRANSFER,243027.57,C570537760,0.0,0.0,C1950346292,694403.53,937431.1,0,0
302,CASH_OUT,249016.75,C1216554936,0.0,0.0,C291975172,501239.26,524264.18,0,0
376,CASH_OUT,169991.14,C798744996,20937.0,0.0,C341363991,1002385.37,1172376.51,0,0
250,CASH_OUT,208915.67,C1424755549,20928.0,0.0,C1997913162,2844071.7,3052987.37,0,0
355,CASH_OUT,39940.87,C1894556690,103225.0,63284.13,C1625409944,826491.74,1106795.82,0,0
135,TRANSFER,149048.26,C852620268,0.0,0.0,C715059655,1898617.56,2047665.82,0,0
258,TRANSFER,574574.65,C2093816567,0.0,0.0,C382648630,5529285.1,6103859.76,0,0
139,CASH_OUT,270080.19,C524711586,0.0,0.0,C376850658,408385.73,678465.93,0,0
354,TRANSFER,213640.03,C1478129215,0.0,0.0,C1902338473,619842.31,833482.35,0,0
251,CASH_OUT,86706.66,C1235216178,317763.87,231057.21,C1301308317,3685258.94,3771965.6,0,0
326,TRANSFER,871651.82,C1800857528,11454.0,0.0,C1201527467,0.0,871651.82,0,0
332,TRANSFER,20457.22,C1011275614,0.0,0.0,C1069971783,1430576.07,1451033.29,0,0
18,CASH_OUT,88225.15,C1830307283,0.0,0.0,C126280180,457298.29,804100.29,0,0
356,CASH_OUT,205098.28,C584695706,0.0,0.0,C638454210,1064137.36,1269235.64,0,0
15,CASH_OUT,35767.26,C922400304,0.0,0.0,C1999142027,451662.89,1165908.55,0,0
525,CASH_OUT,266601.66,C921440601,5.0,0.0,C1944055200,1501389.15,1767990.82,0,0
277,CASH_OUT,85791.81,C1934096204,122882.0,37090.19,C883781065,2918294.06,3004085.87,0,0
130,CASH_OUT,149838.51,C2122858147,3075.0,0.0,C1626422253,24572.78,131828.31,0,0
139,CASH_OUT,79159.9,C73237931,14696.0,0.0,C886176340,554128.71,633288.62,0,0
139,CASH_OUT,95231.6,C833149417,0.0,0.0,C45041735,628941.94,724173.54,0,0
185,TRANSFER,1035866.22,C774077646,659.0,0.0,C1251887134,5145679.97,6181546.18,0,0
347,CASH_OUT,36803.34,C1270386113,26369.0,0.0,C594205804,2587820.8,2624624.14,0,0
38,TRANSFER,540017.74,C1803607407,0.0,0.0,C1717255409,573938.53,1113956.28,0,0
8,CASH_OUT,14021.44,C1886346666,1876657.62,1862636.18,C1269605689,566806.66,580828.11,0,0
235,CASH_OUT,177345.9,C1354914060,82535.0,0.0,C1388748019,2162400.85,2339746.75,0,0
235,CASH_OUT,41917.3,C536312983,154348.0,112430.7,C328473280,477014.59,334460.56,0,0
300,CASH_OUT,239013.84,C611520777,0.0,0.0,C541004935,1691690.46,1930704.31,0,0
282,CASH_OUT,166890.63,C1140545729,58735.0,0.0,C706614003,0.0,166890.63,0,0
283,CASH_OUT,64865.49,C182760482,0.0,0.0,C1783364333,309914.09,374779.58,0,0
203,CASH_OUT,407215.67,C1458088744,20810.0,0.0,C419340397,159631.81,566847.48,0,0
254,CASH_OUT,24786.39,C473861771,100400.0,75613.61,C1342484168,59176.34,83962.73,0,0
188,CASH_OUT,103805.45,C1509599008,0.0,0.0,C1769464109,2935630.69,3039436.14,0,0
335,CASH_OUT,126501.71,C1427620149,419.0,0.0,C747299569,2330129.4,2456631.1,0,0
282,CASH_OUT,136860.44,C1383946181,86031.97,0.0,C1581656555,360800.33,497660.77,0,0
164,CASH_OUT,177708.39,C1013881539,475245.0,297536.61,C210979340,0.0,177708.39,0,0
396,CASH_OUT,198273.28,C1902810253,4253.0,0.0,C661066306,1121805.92,1320079.2,0,0
333,CASH_OUT,32701.78,C1854217664,15190.0,0.0,C806703059,131877.87,164579.65,0,0
210,CASH_OUT,5146.22,C544071650,0.0,0.0,C330797531,7006.83,12153.05,0,0
156,CASH_OUT,122672.43,C431532939,10418.0,0.0,C1837146339,156915.05,279587.48,0,0
234,CASH_OUT,162313.21,C408028473,0.0,0.0,C403403970,235478.9,397792.11,0,0
139,CASH_OUT,291377.4,C663832029,20642.0,0.0,C756920761,4733736.29,5012204.22,0,0
377,CASH_OUT,123381.43,C1366198867,56729.0,0.0,C1247212303,3410.36,126791.79,0,0
563,CASH_OUT,93286.32,C1842270835,0.0,0.0,C1866392387,122058.59,215344.91,0,0
212,CASH_OUT,125733.34,C978386140,0.0,0.0,C517055667,7927649.37,8053382.71,0,0
159,CASH_OUT,310997.13,C510320719,138403.0,0.0,C626261795,0.0,310997.13,0,0
325,CASH_OUT,163232.14,C1763245244,11496.0,0.0,C1961022626,506442.12,669674.27,0,0
305,TRANSFER,18698.98,C705452438,0.0,0.0,C1883264485,33275.38,51974.35,0,0
40,TRANSFER,1907328.38,C2082499487,0.0,0.0,C916539593,2432066.12,4339394.5,0,0
277,TRANSFER,807255.63,C344378390,15694.0,0.0,C1920519403,0.0,807255.63,0,0
226,CASH_OUT,144734.98,C1078909676,21066.0,0.0,C977895157,4417521.02,4562256.0,0,0
188,TRANSFER,155767.98,C2078370771,0.0,0.0,C678157696,10965387.16,11121155.14,0,0
18,TRANSFER,386731.18,C1092375039,51477.0,0.0,C453452152,82006.49,374173.53,0,0
235,CASH_OUT,528895.05,C809576313,0.0,0.0,C261408712,9430918.46,9959813.5,0,0
378,CASH_OUT,179326.43,C343249869,1325.0,0.0,C718142230,179936.95,359263.37,0,0
306,CASH_OUT,8298.96,C1461706494,174214.0,165915.04,C1583895191,0.0,8298.96,0,0
132,CASH_OUT,242896.46,C880218177,12252.0,0.0,C614584038,0.0,242896.46,0,0
16,CASH_OUT,209608.26,C1091667025,30410.0,0.0,C351787541,0.0,209608.26,0,0
347,CASH_OUT,361886.68,C1829589039,0.0,0.0,C405565295,3555500.8,3917387.48,0,0
165,CASH_OUT,57036.27,C1280393998,20002.0,0.0,C334076590,1811977.23,1869013.5,0,0
209,CASH_OUT,728194.61,C2075375868,687.0,0.0,C442637868,11693.57,739888.18,0,0
137,CASH_OUT,116245.95,C152504787,187937.38,71691.43,C1993557111,387741.73,503987.68,0,0
155,CASH_OUT,695348.57,C836872471,18690.0,0.0,C194216079,3892447.27,4587795.84,0,0
155,CASH_OUT,177883.52,C2055496405,5928.0,0.0,C1129526175,29919.05,544061.6,0,0
158,CASH_OUT,149582.17,C724700227,17210.0,0.0,C811762039,297854.58,447436.75,0,0
227,CASH_OUT,285409.18,C1141832704,55314.0,0.0,C1325725064,0.0,285409.18,0,0
226,CASH_OUT,72936.54,C1885856703,20744.0,0.0,C2133419624,0.0,72936.54,0,0
326,TRANSFER,533808.12,C1735818447,0.0,0.0,C254002617,748735.89,1282544.01,0,0
160,CASH_OUT,67880.32,C31242611,0.0,0.0,C1089770,462520.26,530400.58,0,0
42,CASH_OUT,209724.84,C1104361102,0.0,0.0,C2038127384,374762.42,584487.27,0,0
347,CASH_OUT,438020.76,C27132866,0.0,0.0,C667000078,2555506.66,2993527.42,0,0
155,TRANSFER,1120940.05,C1749026429,493768.0,0.0,C1507674101,0.0,1120940.05,0,0
183,CASH_OUT,161909.27,C97520109,209703.0,47793.73,C526630944,2256984.72,2418893.99,0,0
161,CASH_OUT,14462.78,C249089895,0.0,0.0,C1079608646,4674303.38,4688766.15,0,0
354,CASH_OUT,188410.56,C2131688281,260.0,0.0,C177961889,0.0,188410.56,0,0
20,CASH_OUT,102508.04,C1339640885,0.0,0.0,C234919230,141370.84,392943.07,0,0
302,TRANSFER,5588327.34,C2113935770,0.0,0.0,C578599557,7126034.34,12714361.68,0,0
163,CASH_OUT,51300.01,C1769108115,92300.0,40999.99,C918424248,376176.57,427476.57,0,0
212,CASH_OUT,151175.98,C779453344,0.0,0.0,C439078113,7514035.36,7665211.34,0,0
182,CASH_OUT,94876.07,C478728404,0.0,0.0,C1311269193,271911.63,366787.7,0,0
348,CASH_OUT,5944.01,C1297701037,947715.0,941770.99,C1855241503,192056.76,198000.78,0,0
225,CASH_OUT,31989.58,C219039613,284916.0,252926.42,C1632569505,104760.8,136750.38,0,0
251,CASH_OUT,45078.96,C1358797982,0.0,0.0,C1684467021,868948.28,914027.24,0,0
40,CASH_OUT,330273.44,C2098788974,0.0,0.0,C474364517,395569.91,725843.35,0,0
131,CASH_OUT,377750.92,C928119986,271.0,0.0,C2046945432,0.0,317087.49,0,0
42,CASH_OUT,159792.13,C1839244380,0.0,0.0,C533175000,201285.69,361077.82,0,0
235,CASH_OUT,44128.56,C1130541305,10350.0,0.0,C255584967,0.0,44128.56,0,0
180,CASH_OUT,82081.2,C1020363630,0.0,0.0,C522250312,1594933.26,1677014.46,0,0
138,CASH_OUT,27132.52,C314689153,11401.0,0.0,C2071755416,3691202.87,3718335.38,0,0
11,CASH_OUT,831469.69,C330148993,1730.0,0.0,C253043086,297425.31,1128894.99,0,0
159,TRANSFER,944122.96,C1941478232,0.0,0.0,C659094962,1593598.34,2537721.3,0,0
185,CASH_OUT,161191.56,C1485281991,0.0,0.0,C1665904947,885362.79,1046554.35,0,0
180,CASH_OUT,146403.18,C16910096,0.0,0.0,C865838644,168562.05,314965.23,0,0
162,CASH_OUT,285955.01,C1586156916,0.0,0.0,C701250368,2093984.8,2379939.81,0,0
403,CASH_OUT,137267.18,C1938071271,40382.0,0.0,C1843454224,12456837.4,12594104.58,0,0
353,TRANSFER,912530.19,C571543852,492.0,0.0,C152549960,310311.92,1222842.11,0,0
232,TRANSFER,469501.47,C1609767460,593.0,0.0,C1817922588,0.0,469501.47,0,0
451,CASH_OUT,90648.69,C1755916351,4677.0,0.0,C1388721710,0.0,90648.69,0,0
377,CASH_OUT,61548.23,C535926820,20374.0,0.0,C158270099,88538.34,150086.57,0,0
325,CASH_OUT,131631.25,C1325636162,11072.0,0.0,C605165620,130311.52,261942.76,0,0
229,CASH_OUT,108595.57,C1151028825,5676.0,0.0,C6815690,4918.96,113514.53,0,0
162,CASH_OUT,100366.3,C1402744051,49757.0,0.0,C1483155894,769495.62,869861.92,0,0
42,CASH_OUT,411526.44,C1967418012,128612.0,0.0,C2005055734,0.0,411526.44,0,0
207,TRANSFER,241015.89,C107029765,14557.0,0.0,C265651620,370827.08,611842.97,0,0
350,CASH_OUT,229956.87,C34203273,0.0,0.0,C1201599146,2912292.21,3142249.08,0,0
330,CASH_OUT,150692.58,C1515340062,5411.0,0.0,C440204774,2012066.96,2162759.53,0,0
514,CASH_OUT,122341.12,C92444057,55070.0,0.0,C1823543097,369211.83,491552.95,0,0
41,CASH_OUT,256731.82,C2123496925,0.0,0.0,C1270744516,2951662.62,3545504.54,0,0
178,CASH_OUT,314162.31,C2121765848,0.0,0.0,C1564703903,414545.79,728708.1,0,0
331,TRANSFER,241638.12,C988614979,0.0,0.0,C1740749667,2814131.41,3055769.53,0,0
284,CASH_OUT,124860.54,C1716168975,9054.0,0.0,C1436732881,0.0,124860.54,0,0
285,TRANSFER,580871.15,C1746435556,5148.0,0.0,C665334195,909252.59,1490123.75,0,0
235,CASH_OUT,6232.94,C1800584774,50925.0,44692.06,C143817060,0.0,6232.94,0,0
323,CASH_OUT,227022.88,C683851909,0.0,0.0,C1087503754,1030650.09,1257672.97,0,0
20,CASH_OUT,101872.49,C935834715,143.0,0.0,C175977140,2152.72,104025.21,0,0
250,CASH_OUT,81323.93,C262671874,16808.0,0.0,C1878793782,0.0,81323.93,0,0
41,CASH_OUT,63160.52,C393643530,0.0,0.0,C947778463,88628.61,151789.13,0,0
206,CASH_OUT,376542.86,C404076528,0.0,0.0,C1103694666,588290.57,964833.43,0,0
38,CASH_OUT,291376.56,C1759389304,0.0,0.0,C1786291008,1922025.3,2213401.86,0,0
19,TRANSFER,768668.48,C1480476365,0.0,0.0,C2132002426,2201263.57,3321612.97,0,0
184,CASH_OUT,381860.12,C755160463,5107.0,0.0,C1330998378,468624.88,850485.0,0,0
282,CASH_OUT,35170.28,C970268843,105608.0,70437.72,C419448461,827016.46,862186.74,0,0
374,CASH_OUT,457917.1,C709453177,0.0,0.0,C566440200,820929.84,1278846.94,0,0
329,CASH_OUT,232943.49,C2139671733,0.0,0.0,C1728471988,1129835.15,1362778.64,0,0
300,CASH_OUT,165304.12,C350078449,7261.0,0.0,C794557965,3084485.72,3249789.83,0,0
229,CASH_OUT,226391.23,C669775169,51909.0,0.0,C2112294771,0.0,226391.23,0,0
304,TRANSFER,39227.33,C1571152373,0.0,0.0,C1375280409,5614575.42,5653802.75,0,0
302,CASH_OUT,79100.72,C518215631,0.0,0.0,C1446263843,377911.2,457011.92,0,0
359,TRANSFER,155940.72,C1603736659,15829.0,0.0,C806220333,46348.13,202288.85,0,0
300,CASH_OUT,97152.07,C439627364,212998.0,115845.93,C1502281889,0.0,97152.07,0,0
39,CASH_OUT,167944.96,C884875586,0.0,0.0,C1062071873,2746575.13,2914520.09,0,0
